0
RHEA:27421
RHEA:32023
RHEA:12016
RHEA:53644
RHEA:14485
RHEA:30427
RHEA:32563
RHEA:18081
RHEA:54372
RHEA:28302
RHEA:30431
RHEA:25548
RHEA:26245
RHEA:32539
RHEA:12052
RHEA:24488
RHEA:30451
RHEA:30987
RHEA:54692
RHEA:29495
RHEA:25488
RHEA-COMP:10001
RHEA:32031
RHEA:25992
RHEA:56632
RHEA:31023
RHEA:25496
RHEA:31419
RHEA:33107
RHEA:12516
RHEA:29491
RHEA:62180
RHEA:17637
RHEA:30947
RHEA:32151
RHEA:54640
RHEA:16345
RHEA:62188
RHEA:46160
RHEA:33103
RHEA:58160
RHEA:54056
RHEA:31807
RHEA:31819
RHEA:29511
RHEA:31011
RHEA:25492
RHEA:32691
RHEA:60020
RHEA:31883
RHEA:25456
RHEA:33991
RHEA:26160
RHEA:19361
RHEA:30471
RHEA:56136
RHEA:31867
RHEA:17653
RHEA:55216
RHEA:14901
RHEA:31995
RHEA:25759
RHEA:31827
RHEA:31987
RHEA:31351
RHEA:32439
RHEA:54652
RHEA-COMP:11964
RHEA:32327
RHEA:34255
RHEA:16965
RHEA:12869
RHEA:34459
RHEA:53624
RHEA:30375
RHEA:62596
RHEA:60696
RHEA:22436
RHEA:28290
RHEA:34467
RHEA:34695
RHEA:16561
RHEA:22408
RHEA:30855
RHEA:31815
RHEA:30379
RHEA:58164
RHEA:31859
RHEA:62184
RHEA:42996
RHEA:65072
RHEA:31387
RHEA:38155
RHEA:25613
RHEA:31851
RHEA:32019
RHEA:32543
RHEA:54044
RHEA:10940
RHEA:24116
RHEA:31795
RHEA:26213
RHEA:60028
RHEA:10340
RHEA:54516
RHEA:27425
RHEA:25484
RHEA:18209
RHEA:27534
RHEA:25552
RHEA:25500
RHEA:32551
RHEA:31435
RHEA:31035
RHEA:54112
RHEA:31875
RHEA:20912
RHEA-COMP:10000
RHEA:30463
RHEA:24316
RHEA:54040
RHEA:33987
RHEA:25444
RHEA:26430
RHEA:54380
RHEA:22232
RHEA:42988
RHEA:54648
RHEA:52804
RHEA:31427
RHEA:34463
RHEA:53648
RHEA:66636
RHEA:31431
RHEA:54060
RHEA:34703
RHEA:32555
RHEA:18325
RHEA:21308
RHEA:42992
RHEA:31383
RHEA:62592
RHEA:14621
RHEA:31871
RHEA:32575
RHEA:25532
RHEA:31999
RHEA:22672
RHEA:56556
RHEA:22220
RHEA:56984
RHEA:54668
RHEA:31863
RHEA:54676
RHEA:41628
RHEA:25621
RHEA:30999
RHEA:58168
RHEA:60016
RHEA:28635
RHEA:46164
RHEA:25560
RHEA:33119
RHEA:33111
RHEA:54052
RHEA:30423
RHEA:25617
RHEA:32075
RHEA:12192
RHEA:34503
RHEA:32547
RHEA:30383
RHEA:32295
RHEA:13369
RHEA:19525
RHEA:34699
RHEA:26115
RHEA-COMP:11965
RHEA:32703
RHEA:26128
RHEA:29503
RHEA:30371
RHEA:31879
RHEA:54496
RHEA:42984
RHEA:47052
RHEA:54636
RHEA:23696
RHEA:60424
RHEA:31991
RHEA:25540
RHEA:55424
RHEA:22228
RHEA:30951
RHEA:24560
RHEA:31003
RHEA:18721
RHEA:33123
RHEA:31823
RHEA:13065
RHEA:25472
RHEA:32567
RHEA:54048
RHEA:25556
RHEA:32679
RHEA:54684
RHEA:31811
RHEA:32559
RHEA:54376
RHEA:30467
RHEA:13545
RHEA:27830
RHEA:31887
RHEA:15809
RHEA:60024
RHEA:25524
RHEA:41552
RHEA:54512
RHEA:40027
RHEA:54116
RHEA:53620
RHEA:25448
RHEA:29483
RHEA:32003
RHEA:27526
RHEA:32299
RHEA:31855
RHEA:20565
RHEA:23284
RHEA:28639
RHEA:32699
RHEA:53616
RHEA:32687
RHEA:28643
RHEA:31831
RHEA:13873
RHEA:25544
RHEA:36063
RHEA:25536
RHEA:28266
RHEA:27954
RHEA:25476
RHEA:25468
RHEA:28282
RHEA:54664
RHEA:26081
RHEA:24825
RHEA:28298
RHEA:14009
RHEA:31895
RHEA:32015
RHEA:33983
RHEA:54064
RHEA:27530
RHEA:31007
RHEA:25460
RHEA:14841
RHEA:25436
RHEA:28294
RHEA:43000
RHEA:25464
RHEA:31847
RHEA:53668
RHEA:29487
RHEA:29499
RHEA:12020
RHEA:53640
RHEA:32571
RHEA:66640
RHEA:32011
RHEA:29507
RHEA:19825
